Company,Inches,Cpu,Ram(in GB),Memory(in GB),Gpu,OpSys,Weight,Price_euros
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,1024,AMD Radeon 530,Windows 10,2.2,719
Dell,13.3,Intel Core i3 7100U 2.4GHz,4,1024,Intel HD Graphics 620,Windows 10,1.71,649
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R7 M445,Linux,2.32,589.52
HP,15.6,AMD A9-Series 9420 3GHz,4,1024,AMD Radeon 520,Windows 10,2.1,489
Acer,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,4.2,1935
Dell,15.6,Intel Core i5 7200U 2.5GHz,12,1024,Intel HD Graphics 620,Windows 10,2.25,649
HP,15.6,AMD A9-Series A9-9420 3GHz,6,1024,AMD Radeon 520,Windows 10,2.1,650
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.4,559
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.44,960
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,4,1024,Intel HD Graphics 620,Windows 10,1.85,779
HP,15.6,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia Quadro M2200,Windows 10,2.6,2419
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,1024,Intel UHD Graphics 620,Windows 10,1.55,659
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48
Acer,15.6,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,2.4,410.8
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce 940MX,Windows 10,2,1207
Dell,15.6,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows 10,2,665
Toshiba,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.25,1535
Lenovo,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.7,999
Lenovo,15.6,Intel Core i7 7600U 2.8GHz,16,1024,Nvidia Quadro M520M,Windows 10,2.5,3299
Acer,14,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Chrome OS,1.68,330
Samsung,13.3,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows 10,0.81,1649
HP,15.6,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows 10,1.86,539
Dell,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.6,1126.71
HP,17.3,Intel Xeon E3-1535M v5 2.9GHz,16,256,Nvidia Quadro M2000M,Windows 7,3,4389
Lenovo,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows 10,1.4,475
HP,15.6,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,1.84,1900
Asus,15.6,Intel Core i5 6300HQ 2.3GHz,4,1024,Nvidia GeForce GTX 950M,No OS,2.45,579
Lenovo,14,Intel Core i5 6200U 2.3GHz,4,180,Intel HD Graphics 520,Windows 10,1.7,1096
Asus,15.6,Intel Core i7 7500U 2.7GHz,4,256,Intel HD Graphics 620,Windows 10,2.37,849.9
Lenovo,13.3,Intel Core i5 6260U 1.8GHz,8,256,Intel HD Graphics 540,Windows 10,1.3,1199
HP,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,1099
HP,15.6,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,2.59,1561
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,2.1,599
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.5,1048
Dell,12.5,Intel Core i7 7600U 2.8GHz,16,256,Intel HD Graphics 620,Windows 10,1.18,1859
Google,12.3,Intel Core i5 7Y57 1.2GHz,8,256,Intel HD Graphics 615,Chrome OS,1.1,1559
Asus,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.2,1129
Dell,13.3,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,1.65,849
Acer,13.3,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.6,655
Asus,17.3,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Nvidia GeForce 920MX,Windows 10,2.8,470.34
Dell,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 960M,Windows 10,2.72,1099
Samsung,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.31,1599
Acer,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Intel HD Graphics 505,Linux,2.1,298
Dell,15.6,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon R7 M445,Windows 10,2.3,1181.27
Samsung,15,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon 540,Windows 10,1.71,1799
Toshiba,14,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.75,1020
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.62,1099
HP,12.5,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,1.26,1244
Asus,15.6,Intel Core i7 7500U 2.7GHz,12,2048,Nvidia GeForce 940MX,Windows 10,2.3,839
Lenovo,15.6,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M2000M,Windows 7,2.5,2370
Acer,14,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,1.8,636
Razer,14,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1060,Windows 10,1.95,2899
Asus,15.6,Intel Pentium Dual Core N4200 1.1GHz,8,128,Intel HD Graphics 505,Windows 10,2,581.9
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,1024,Nvidia GeForce GTX 1070M,Windows 10,4.42,3588.8
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,4.3,2350
Toshiba,14,Intel Core i7 6600U 2.6GHz,16,512,Nvidia GeForce 930M,Windows 10,1.47,1764
Lenovo,15.6,Intel Celeron Quad Core N3710 1.6GHz,8,1024,Intel HD Graphics 405,No OS,2.2,329
Lenovo,14,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.7,2299
MSI,14,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,1.6,1891
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,1089
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,4,1024,Nvidia GeForce GTX 1050,Windows 10,2.4,999
Acer,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,4.2,2299
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.62,985
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX1060,Windows 10,2.24,1339
Vero,14,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.22,202.9
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.37,1970
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M460,Windows 10,2.08,959
Apple,12,Intel Core M 1.2GHz,8,512,Intel HD Graphics 5300,Mac OS X,0.92,1165
Lenovo,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.42,2330
Asus,14,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.63,299
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,1.95,810
Lenovo,13.9,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.38,1349
Dell,15.6,Intel Core i3 6006U 2GHz,8,256,AMD Radeon R5 M420X,Windows 10,2,739
HP,15.6,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M2200,Windows 10,3.14,2064.9
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.37,1099
Dell,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.29,1499
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.06,1749
Dell,11.6,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows 10,1.63,744
HP,12.5,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.26,1389
Toshiba,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.1,780
HP,15.6,AMD A12-Series 9700P 2.5GHz,8,2048,AMD Radeon R7 Graphics,Windows 10,2.04,629
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1679
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 920M,Windows 10,2.4,609
HP,17.3,Intel Core i7 7700HQ 2.8GHz,12,1024,AMD Radeon RX 580,Windows 10,3.74,1749
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,2.9,2415
Samsung,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,0.81,1499
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce GT 940MX,Windows 10,1.98,961
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R5 M420,Windows 10,2.18,789.81
Lenovo,14,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.32,1859
Razer,12.5,Intel Core i7 7500U 2.5GHz,16,512,Intel HD Graphics 620,Windows 10,1.29,1799
HP,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,1.23,385
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,4.36,2505.02
Dell,14,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.76,755
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,2.1,489.9
Toshiba,14,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,1.25,1090
Lenovo,14,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.13,2499
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.4,1199
Lenovo,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.13,1875
Toshiba,14,Intel Pentium Dual Core 4405U 2.1GHz,4,128,Intel HD Graphics 510,Windows 10,1.75,499
Asus,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.1,1358
Dell,14,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,1.76,585
Acer,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,1.35,355
Acer,14,Intel Core i3 7100U 2.4GHz,8,128,Intel HD Graphics 620,Windows 10,1.5,619
Razer,17.3,Intel Core i7 7820HK 2.9GHz,32,512,Nvidia GeForce GTX 1080,Windows 10,3.49,5499
Lenovo,14,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows 10,1.1,2099
Asus,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 920,Linux,2.1,519
Lenovo,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.7,1186
Lenovo,14,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.32,1650
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,3.21,2774.63
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,2.9,2419
Toshiba,15.6,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,2,669
Lenovo,14,Intel Celeron Quad Core N3160 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,1.5,325
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,2.3,590
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.73,1799
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,1024,Nvidia GeForce GTX 1070,Windows 10,4.42,3072.89
HP,17.3,Intel Core i5 7200U 2.5GHz,8,1024,Nvidia GeForce 930MX,Windows 10,2.63,910
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,2.18,713.99
HP,14,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 7,1.54,1870
Dell,15.6,Intel Core i7 7500U 2.7GHz,4,256,AMD Radeon R5 M420,Windows 10,2.18,739
HP,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Chrome OS,1.4,615
Asus,13.3,Intel Core i5 6200U 2.3GHz,8,512,Nvidia GeForce 940M,Windows 10,1.45,1026
HP,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.28,2277
HP,14,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,1.54,1468
HP,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,No OS,1.86,299
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.1,1899
Dell,17.3,Intel Core i7 7500U 2.7GHz,8,1024,AMD Radeon R7 M445,Linux,2.83,865
Lenovo,14,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GT 940MX,Windows 10,1.96,1903
Asus,15.6,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GTX 930MX,Windows 10,2.3,787
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,1.9,945
Asus,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Intel HD Graphics 505,Windows 10,2,449
HP,13.3,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,1.28,2559
Dell,13.3,Intel Core i5 6200U 2.3GHz,8,1024,Intel HD Graphics 520,Windows 10,1.62,649
Lenovo,15.6,Intel Core i3 6006U 2.0GHz,4,1024,Intel HD Graphics 520,No OS,2.2,469
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,1024,Intel HD Graphics 620,Windows 10,2.3,850.66
HP,15.6,Intel Core i5 7300U 2.6GHz,8,256,AMD Radeon R7 M465,Windows 10,1.84,1349
Toshiba,13.3,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,1.05,1285
Lenovo,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,No OS,2.5,1017
Dell,13.3,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows 10,1.29,2240
HP,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.07,910
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.2,1095
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.37,1950
Acer,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.56,902
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia Quadro M620,Windows 10,2.23,1778
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.38,1055
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,1024,AMD Radeon R5 M430,No OS,2.2,479
Toshiba,15.6,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,2,1388
Lenovo,13.3,Intel Core i3 7100U 2.4GHz,4,180,Intel HD Graphics 620,Windows 10,1.44,735
Samsung,15,Intel Core i7 7500U 2.7GHz,16,256,Nvidia GeForce 940MX,Windows 10,1.23,1849
Dell,12.5,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,1.6,1690
Asus,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Intel HD Graphics 505,Linux,2,398.99
Xiaomi,13.3,Intel Core i5 6200U 2.3GHz,8,256,Nvidia GeForce 940MX,Windows 10,1.28,935
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 940MX,Windows 10,2.18,912.5
HP,15.6,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,2.04,839
HP,13.3,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.28,1700
HP,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.3,684.8
Asus,14.1,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.65,348
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,8,1024,Nvidia GeForce 940MX,Windows 10,2.2,669
Dell,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,500,Intel HD Graphics,Windows 10,2.2,369
HP,13.3,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.28,1799
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1024,AMD Radeon R5 M420X,Linux,2.18,455.7
Asus,17.3,Intel Core i5 7300HQ 2.5GHz,12,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,1369.9
Acer,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,1.25,297
Lenovo,17.3,AMD A4-Series 7210 2.2GHz,4,500,AMD Radeon R3,Windows 10,2.8,379
HP,14,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,1.95,1265
HP,13.3,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows 10,1.42,1399
Samsung,15,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.17,1699
Lenovo,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.32,1799
MSI,17.3,Intel Core i7 6700HQ 2.6GHz,16,2048,Nvidia GeForce GTX 1060,Windows 10,2.43,2649
Toshiba,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.05,1475
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050Ti,Linux,2.62,929
HP,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce 930MX,Windows 10,2.04,900
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1024,AMD Radeon R5 M420X,Windows 10,2.18,614
Dell,15.6,Intel Core i5 7300U 2.6GHz,8,500,Intel HD Graphics 620,Windows 10,1.9,935
Dell,13.3,Intel Core i7 7Y75 1.3GHz,8,512,Intel HD Graphics 615,Windows 10,1.24,2013.1
Asus,17.3,Intel Core i7 6820HK 2.7GHz,32,512,Nvidia GeForce GTX 980M,Windows 10,3.58,1279
Dell,13.3,Intel Core i7 7Y75 1.3GHz,16,256,Intel HD Graphics 615,Windows 10,1.22,1649
Lenovo,14,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.13,2049
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,512,Intel HD Graphics 620,Windows 10,1.95,1962.99
LG,15.6,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.08,2099
HP,12.5,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.26,1483
Acer,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,16,Intel HD Graphics,Chrome OS,2.2,359
Lenovo,15.6,Intel Core i5 6300HQ 2.3GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.6,789
LG,14,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,0.98,1899
Dell,14,Intel Core i5 7440HQ 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,1.6,1205
HP,12.5,Intel Core M 6Y75 1.2GHz,8,240,Intel HD Graphics 515,Windows 10,1.09,3100
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,6,256,Nvidia GeForce 940MX,Windows 10,2.2,789
HP,15.6,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,2.04,1018.99
Acer,15.6,Intel Core i3 7100U 2.4GHz,4,1024,Intel HD Graphics 620,Windows 10,2.4,499
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows 10,1.44,881
HP,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.49,960
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1599
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,1349
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,1119.91
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,1024,AMD Radeon R5 M420,Windows 10,2.18,684.99
HP,15.6,Intel Core i7 6500U 2.5GHz,8,256,AMD Radeon R7 M365X,Windows 10,1.84,1296.99
HP,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.39,1149
Toshiba,15.6,Intel Core i7 6600U 2.6GHz,16,256,Nvidia GeForce 930M,Windows 10,2.4,1975
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,8,512,Intel HD Graphics 620,Windows 10,1.37,1825
Dell,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.95,729.9
Lenovo,12.5,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,1650
HP,15.6,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,2.31,1165
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Intel HD Graphics 620,Windows 10,2.18,708.06
HP,14,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.95,1149
Lenovo,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Intel HD Graphics 505,Windows 10,2.2,309
HP,12.5,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.26,1579
HP,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,1024,Intel HD Graphics 400,No OS,1.86,288.9
Lenovo,13.3,Intel Core i7 6560U 2.2GHz,16,1024,Intel Iris Graphics 540,Windows 10,1.3,1799
Toshiba,14,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.47,1105
HP,12.5,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.26,1669
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1024,Intel HD Graphics 520,Windows 10,2.18,558.6
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,1199
Dell,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,1639
Dell,17.3,Intel Core i7 6820HK 2.7GHz,16,1024,Nvidia GeForce GTX 1080,Windows 10,4.36,2758
HP,17.3,Intel Core i5 6300HQ 2.3GHz,8,1024,Nvidia GeForce GTX 965M,Windows 10,2.75,1399
Asus,17.3,Intel Pentium Quad Core N3710 1.6GHz,4,1024,Nvidia GeForce 920MX,Windows 10,2.8,530
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.23,619
Toshiba,15.6,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,2.2,1119
Lenovo,11.3,Intel Core M m7-6Y75 1.2GHz,8,256,Intel HD Graphics 515,Windows 10,1.1,1299
Lenovo,15.6,AMD FX 8800P 2.1GHz,16,1024,AMD Radeon R9 M385,Windows 10,2.5,999
Dell,12.5,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics,Windows 10,1.36,1472.2
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce 920MX,No OS,2.2,685
Dell,17.3,Intel Core i3 6006U 2.0GHz,4,1024,AMD Radeon R7 M445,Windows 10,2.36,659
Acer,14,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,1.68,349
HP,15.6,Intel Core i7 6820HQ 2.7GHz,8,4096,Nvidia Quadro M1000M,Windows 10,2,2249
Dell,14,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,1775
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.2,1460
Asus,12.5,Intel Core M M7-6Y75 1.2GHz,8,64,Intel HD Graphics 515,Chrome OS,1.2,1159
Lenovo,14,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,1.7,1488.99
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,4.36,3154
Dell,13.3,Intel Core i5 7Y54 1.2GHz,8,256,Intel HD Graphics 615,Windows 10,1.24,1899
HP,11.6,Intel Pentium Quad Core N4200 1.1GHz,4,256,Intel HD Graphics 505,Windows 10,1.45,775
Dell,13.3,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.3,1268
Acer,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Chrome OS,1.25,389
Toshiba,13.3,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,1.2,1535
Lenovo,12.5,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,1760
Acer,15.6,Intel Core i5 7200U 2.5GHz,12,1024,Nvidia GeForce GTX 950M,Windows 10,2.4,1009
Toshiba,12.5,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.1,1790
HP,15.6,Intel Core i5 7200U 2.50GHz,8,1024,Nvidia GeForce 930MX,Windows 10,2.04,846.5
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1024,AMD Radeon R5 M430,Linux,2.25,465.62
